COMMENT_ID,CONTENT,TAG
c22UHPnNrtDnhphvk_3tHoHG12U1t_QIQKiGkWVgi5U,noobroom.com - Watch great quality films ... FREE - NO ADVERTS NO CATCHES!  Click and play! (thumbs up so everyone can see! ) ,1
c22UHPnNrtAWDurzJwB_DGNZ8ed6ZDE5DKQKJG9tELU,"Ohyeah, cool &amp; awesome movie . Thanks for the link . In case, you are a big  fan of The Avengers movie, then I would like to suggest you to buy? Captain  America Leather Jacket --&gt; bit.ly\CaptainUSA ",1
c22UHPnNrtBVVXQYs4-4RG9Yzr-mz7xWTlja5P0rDXw,Relax and watch The Complete Movie Totally Free On This Site ---&gt;&gt;&gt;  bit.ly\Kw769F I watched it and it had okay level of quality and sound! Best  wishes!,1
c22UHPnNrtBxsaVsxuj4r5hjtejrFF3OydHNysIboB4,Relax and watch The Whole Movie Totally Free On This Site ---&gt;&gt;&gt;  bit.ly\Kw769F I watched it and it had decent level of quality and sound!  Best wishes!,1
c22UHPnNrtCDNvMPglbN8VcwWAeLZOI3ZJu-OX4WUVY,Subscribe me=me subscribe you.,1
c22UHPnNrtBJ0jjnQfyGevhAFES-5YbnWEWK4NBsplk,SUBSCRIBE TO MY FACEBOOK ( Eyoo Marcus) IF YOU WANT THE REAL LINK TO THE  MOVIE! !,1
c22UHPnNrtBCbX9xicu2UfCnAHcbVyKhczLTPhDX59c,supermov.com/video/597480/,1
c22UHPnNrtCM7Dh0YpO2VMzSIO9cNgj4lxcuv_ifUo4,The Avengers (2012) 720p HD TS 900MB Mediafire  4rum.hnsv.com/viewtopic.php?f=893&amp;t=1673&amp;p=2248#p2248,1
c22UHPnNrtA6pFoYcuum5ketcVrX2Gcgy0PlEP1E4tI,"The Avengers is amazing!! I've just finished watching it and I still can't  stop thinking about it! If you wanna watch it too online for free, here's a  great website: moviesfree.us.mn moviesfree.us.mn",1
c22UHPnNrtCo05CSyjvZAwgW-6km2lC21O4-qlLCn50,This film is definitely leeched on this website : bit.ly\Kw769F Typically  the level of quality just isn't very good but you can view it totally free!  Regards!,1
c22UHPnNrtA6JpEVKggdWBB46rg1gqJ9IgentHwmYMI,this is the best video i have ever seen! you should probley subscribe to  his channel an basically love all of his videos ;) /watch?v=fM_YO8bJdvQ,1
c22UHPnNrtApqSXWGeQCifkbARSlF38ptB-Aw097vCU,"This movie blew my mind. If you want a legit site to watch it in HD, visit  the link below. tinyurl*com/avengershdstream ",1
c22UHPnNrtC6ClaP7cdgjSkSYufu-A_6ixfztMTopd0,"This specific film is already leeched on this website :  watchfreemovies.allalla.com The actual level of quality isn't top notch  nevertheless, you can view it free of charge! Adios for now!",1
c22UHPnNrtD0dn7FYXtOa7yGAaWx8FXUb7_YUxbQAwA,"This specific film is definitely leeched on this website : goo.gl\1rwS7 The  actual level of quality isn't great however, you can watch it absolutely  free! Regards!",1
c22UHPnNrtBg51CnZXAZA0UjjkbPMz9PU25kDvQRm1Y,To get free Avenger comics go to (points2shop. com /? ref=uin1341380857,1
c22UHPnNrtDL_6BtDl7eJ-l6Dk6eR5htFZsg3sZuACk,visit idquw.tk,1
c22UHPnNrtB8i7u2zey9L9NNB_oLVOx3HZIhAIxU8Xc,What if all of the Avenger heroes were replaced with Nicolas Cage... as all  of the Avengers? ===&gt; /watch?v=VrdawgWHtTc &lt;=== Add that to the end of  youtube.com to find out! Thumbs up and re-link if you enjoy! ,1
c22UHPnNrtCY_u8Ri4Tg-VAstRhg1d9p-Svsuiy_7xY,"WTF this particular film is streaming here totally free:  watchfreemovies.allalla.com I can't believe this , plus the quality is  quite good . LOLLLL",1
c22UHPnNrtAYCFPDwQic9bgaGh4B61fJDxEWfkqF51I,"WTF this specific movie is leeched right here absolutely free:  bit.ly\Kw769F I can't believe it , and the level of quality is quite good .  i love that site",1
c22UHPnNrtAZkWnc77oV9xMKgkBJECk5WHvOUeSLZSU,"2663 thumbs up...? I salute you, my good sir.",0
z124znhbjqjhhv2hy04ccpg5kniccvhbko40k, Marvel's Avengers Assemble (2012) - Official trailer  (love this film)﻿,0
c22UHPnNrtCKbSTRUdzvnJFh045KBllxvviCzJlXTok,...and Hulk - SMASH !,0
c22UHPnNrtCarJpy_Nwzn4hY74TA21yyT5USRbaPZaU,"""That's my secret, Captain. I'm always angry""",0
c22UHPnNrtCH1eZ-tVlquIlryXACsbbFBpxrKOqCk_Q,@Taylor Bishop COMPLETELY true xD,0
c22UHPnNrtBid_JJAFq5oSjP8p4GOlDPQT2iiBt53p0,2:13 BEST!!!!!!,0
c22UHPnNrtCBp_Q--MyYCyValFG9qFpdiXP2FaG-swA,2015... ,0
c22UHPnNrtC8P0_jcfOJDmAtVPSxQM9yhr2w9wDmUM4,"4,329 people hate the hulk smash",0
c22UHPnNrtASeb_u5w3V8my6Crqx1yt78dYjrhS0dO4,a couple of people complained about the love relationship of captain  america and the waitress...my answer to them is simple....STILL BETTER  STORY THAN TWILIGHT!,0
c22UHPnNrtCKJVUE7ZtTjQM4uSX587RFqMVfNeBAL5g,"All the characters already have had their own movies, and now they have  come together to make a mega movie",0
c22UHPnNrtD7MseQltkG1yBNoL9lwSBJ2GlNy7VghBw,and hulk.............smash!!! ,0
c22UHPnNrtCKn0sYaiHLzOifn9-qr8kv5cyyGDScCdc,"And The Black widow, she was hot",0
z12lsjjibomxfp5bj04cefxiqtjlvx2hbb4,And this﻿,0
c22UHPnNrtATp9kHClo86FNnCmaMX-zqeBt3I7B7Sd4,another fucking spammer!!!!!!! whats up with you spammers are you  insane??!!!!!!!,0
c22UHPnNrtA3bzd4K4RGQlGvhKG9iAAORt3cbh1rc_Y,Awesome one!,0
z135vbgwpse4ztqoo04cdlyowsfbdrzgby40k,AWESOME!!!!!﻿,0
c22UHPnNrtCSymCXB-wM_RsCrfOoNP8qL2efvgQbSL0,"Banner: we're not a team, we're a timebomb Thor: NOOOOOOO Thor does not  approve :P",0
c22UHPnNrtDHFg7bIDGvJcO-spNDmoev3CQeI6M5ldo,BATMAN need OP,0
c22UHPnNrtAKnmAoac0wLXxEuKE9hpQQuLTBK37dU_8,Best movie of the year.,0
c22UHPnNrtBBjICraN2FQT_sKjv3yuVImXZg3A6cF3E,"BEST. COMMENT. EVER! I had trouble staying awake when watching TDK. You  know what's ironic? Nolan's Nazi's are asserting that this is a kids movie  and citing the lack of death as an example of how infantile Avengers is.  Batman doesn't even kill his foes. He merely catches them and put them back  in jail.A place he knows they're going to break out of. Just so he get off  on catching them again, because brooding over said criminals is the only  joy in his life. he's as much to blame as they are",0
c22UHPnNrtDAsa2T7sHsptxxcuCbkg5JZKCNknBeI3w,boom,0
c22UHPnNrtDurbIPH-M8XvOZmRJs9M_RIkUsNbJzka4,Bring spiderman ..,0
c22UHPnNrtDYolbHxpeIAquiYs4o9TgHlO5SzfXpuHs,but ironman isn't made by the same people as batman...,0
c22UHPnNrtB2ZRRmIJoxO5PqxsoHLe9cmhywnfz6Z3U,But notice how you had to look back a day ago and decided to comment. You  mad?,0
c22UHPnNrtAlsdQN2wWKUPzsEtA40-UdUQKvyUAV3e4,Can`t believe how many likes you got; wish i had the same guys :(,0
c22UHPnNrtDVCIatojzEVHcLLcLIsX4gfA_n2JncWeE,Cant wait no 2,0
z133zrlphmigelvyj04cfphgeyj3z3xbzts0k,Check out this video on YouTube:﻿,0
c22UHPnNrtDUR_-NWjsOzN0VxAA0WXCWsBp5ooSQqM0,cool this was uploaded on my birthday,0
c22UHPnNrtBNZ-mrYD2e7GoXSUEzCd8CZmS2V4XaRUE,"Correction, the Avengers would suck without Joss Whedon.",0
c22UHPnNrtDceifuf5EmEaPqWH5zBrBca9OdZLfJWb0,cuz spiderman is not an avenger :) ,0
c22UHPnNrtB8wvbz_tFkl-6mhUJWsBQHgrFshdlqXDo,Damn I'm such a good actor.....,0
c22UHPnNrtBsVaeWHCsMTqqPnTMVRsCRz661bhcTh3k,Deam this movie is so GOOOOOOD,0
c22UHPnNrtA9KawKFy4xjF_gkKyEQyH2YocKjGdK_Y0,"Did you mean ""Stupid! Batman is not in The Avengers"" or ""Stupid Batman is  not in The Avengers""?",0
c22UHPnNrtDHcHGihnR76gOPxA1shNSurKs2UlcmDF4,do you guys know any website to watch this movie:)?,0
c22UHPnNrtDvaEO-jjh0aFgSVCA9mQ0SeVLcbhuXfhk,Do you realize how cool that would be?,0
c22UHPnNrtBzGRXW6vhinW7uLo9j9oi2OsHSbX-UQHQ,Don't worry everyone...Captain planet will save us all!,0
c22UHPnNrtAzGkCMRLyosVgDk1AtAR61aDKeSVxNS80,dude hes right give it a rest. BATMAN IS NOT AN AVENGER. Look it up.,0
c22UHPnNrtBBDUHiLjW_Eh0ncoi2AwJf9CsxbvwKrSo,Fantastic 4 was made by 20th Centry Fox and is not a film in the current  MCU... Hopefully soon Marvel will get them rights back,0
c22UHPnNrtDhS5aITICZqzMzhuH2UAXXMlzCKdHCCYQ,"First time I saw this movie in the cinema I was like ""I think I have a new  favourite movie."" And I do!",0
c22UHPnNrtCjWzSBsz7KAHc6EAmGdpKo3SWUVXVxZK8,Fuck this bullshit. I give head to Harry Potter. ,0
c22UHPnNrtDLUGT_Iti3rxzbrcrssplfJfat6um0wM4,fuck you bitch!!!!!!!!!,0
c22UHPnNrtA-ViaJDS_m7uPOtDb8j2fh-LwtBygvuqc,Ghost rider ??? :/,0
c22UHPnNrtC0xoQ_aFdpkzqWZXa75XEGFsmhRVcsHK0,Glock pistol :D,0
c22UHPnNrtAVhrIMnm-P8NI7kK7sFEC910aEYim-t6Q,"Got the movie on blu ray, watching the trailer again anyway",0
c22UHPnNrtC0B0Qsy2ltsJ9UuZ-5vKKrwz8bGcjxbkM,Great trailer. U just dying to know how all those characters paired up.  Watch it twice in cinema. But I still think dark knight rises was slightly  better movie overall in 2012. It was an intelligent movie.,0
c22UHPnNrtBe5XtxXQfqxTyFslECKVVfLW_3H51wqf4,Guys guys some of you may know this some may not but I've just noticed that  the person who starred as captain America (chris Evans) also starred in  another marvel movie as the human torch in the fantastic four.  WTFUUUUUUUUUUUUDGE thumbs up if you hate me,0
c22UHPnNrtDW19P91SE3F69-Xau0a2iBSr-U0lW1__s,"Guys, dont go into the links they giving you for the movies. the sites are  HARMFUL with virus.",0
c22UHPnNrtAdlPO4BuxQAyJnt43G7mkCPd5e4N1bjJY,Hahaha. You got too many negative feedback about that on the site of the  Avengers trailer! hahaha. I find that HILARIOUS!! hahahahahaha!,0
c22UHPnNrtADPrHVfjd2haMYSEY2ZFlDooXyLyMM9GM,"Have you guys ever thought of maybe Sony is trying to create The New  Avengers which has Spiderman, Wolverine, The Thing, Luke Cage, and  Ms.Marvel in it. If you think about it, Sony has the right to Spiderman,  X-MEN and Fantastic four. So, I think it goes like this, since Spiderman  comes out this year and the new Wolverine moive comes out next year, and  Sony will buy the other characters SINCE THEY DONT WORK WITH DISNEY, they  will form The New Avengers!!!!!!!!!! HEY A HARDCORE FAN CAN DREAM!!!!",0
c22UHPnNrtCfuDG8Gf8vLKCZuWypa0S9PtRRiE6fq8M,Hawkeye is pretty tight. But I do agree with Remmer himself that he was  loki's pet for 90% of the movie. I hope they don't recast.,0
c22UHPnNrtCjcoaxb0w3UW_Z53KnQwBVsl9UKIjVwRY,Hey men. This guy is obviously High.. :D ,0
c22UHPnNrtDDcCsf_73oCe6Nsi1aCCVU7wFUkLG5xJY,Hey the Cast of HIMYM just called and the want their Robin back :)) ,0
c22UHPnNrtAztdFfYz3tAjFJdyg0co2WfD1-ImYPE5w,hohoho STARK bought WAYNE enterprises sorry BATMAN fans :),0
c22UHPnNrtA2dFg8FAqSBgEndiptEYbmNkbfjJge-g4,Hulk is so funny in this movie!,0
c22UHPnNrtDs9Edi73vR_pyNZJ-xcSIVf6oGqtJm3zI,Hulk was awesome in that movie it was awesome!,0
c22UHPnNrtDgi3v13gL1v6wyGKdxt2uWAr2A9_9l8So,"hulks size with iron mans armor and weapons plus thors hammer, captain  americas shiels = ultimate avenger ",0
c22UHPnNrtDkun_y2TRGk8BL3pVVkP7CvJquvDmWJPU,"i agree, but thor is awesome also, especially after the dark world trailer",0
c22UHPnNrtCfGZ-34kIBebGuXCdCRJevjMnnrnFHrkA,"I hate thor, I dnt care how tuff he is, i'll get thanos on his ass, iron  man,cap and hulk rule",0
c22UHPnNrtB7MoDtDLGmVbeK_x2ccR3qkZp1HkNDHYQ,I like Captin America!,0
c22UHPnNrtAQIEX6wvXDJTOT38qJeNOcHJSoZAbQjt4,I like Harry Potter better idiots. ,0
c22UHPnNrtDR376YTUqt5vJjjyfwXTXlxZI4NzBjD7Q,i love hawkeye the most,0
c22UHPnNrtApvDWTleco0TVLlZvjucLMRUyvSmfl3Mo,i love ironman ! damn good stuff ! ,0
c22UHPnNrtB221kYKuXCT7biR37OLbd-Rs4oW4mnByg,"I remember that I was sitting in the theater waiting for The Avengers to  start, and they showed us The Dark Knight Rises trailer That trailer was  better than the movie Avengers ",0
c22UHPnNrtBt45J0e31imAXQ_ybjjgP-vxtS2pYCiXc,"I remember thunderous applause and laughter as Hulk tossed Loki around like  a rag doll. ""The Avengers"" was in my opinion the greatest super hero movie  ever, because how it was built up so well with most of the characters  having their own movies first. Let's see how DC does as individual films  lead up to the JLA in 2017.",0
c22UHPnNrtCncfk8YCUIyC5e9EygyzaUv-7py6G1Lak,I see you think a hot girl with a gun is a bad thing i hope your not one of  them Male wife beating type hell i bet she would Kick your ass with that  gun unloaded.lol,0
c22UHPnNrtDCfjd4zU5sAfXYFBDoqbuW_kIdCPFBXpE,"I set that up for you to see if you would mention it, because you. work off  material that I give you anyways, and cannot come up with anything by  yourself. CONFIRMED. lil dude, u so mad. ;)",0
c22UHPnNrtB__jvKLdiIpBFSqhnuSqzhNZNVX2ayLDQ,I think Justice League needs a movie!,0
c22UHPnNrtBVD4p-jRSxKWgjZu7eF5RNGGpzt_JeAFw,"I used one curse word in this whole conversation. I didn't think it could  be done, but you just made yourself look even dumber than before. Congrats.",0
c22UHPnNrtD3kGeEpMn-Ut0Ntwwabgh3YHijFPk2k38,i want 500 likes,0
c22UHPnNrtCNHAk2tUYKia41V0vEhR-zLdcaa-OxIqk,"I want Spiderman in Avengers! I liked the new Peter parker, but that movie  just feelt like a hole new Spiderman, not that Spiderman that I feelt i  love in when I whas at the age of 4. I want Spiderman and Tobey Maguire in  the new Avengers, that should be awsome! ",0
c22UHPnNrtBjzGYeWvd6kh5Wp8RFDaXAJd8mRzA3C3I,I want this on DVD. I actually miss this movie :(,0
c22UHPnNrtAHqZp8s3W3HOMGOJw-Tkt2HvIPe-dcdX8,I wish they would've kept Edward Norton. But Mark Ruffalo is ok.,0
c22UHPnNrtDYupIFYdlrbrrS0McjnRoCYWPK70sUfwQ,I'm going to buy the 10 disc Blu-Ray set.,0
c22UHPnNrtAu8mPDk2pm4uQHxbW9hgY3umOEwmfbnYQ,If Marvel wants to put The Fantastic Four in Avengers 2 (impossible) or in  a hypothetical Avengers 3 wouldn't Marvel need to do another movie for  them? I mean Chris Evans can't be both Captain America and Human Torch...,0
c22UHPnNrtCc9ZakBIJ9BI4e-q9ErpGbUMChuCllCAI,if you can take the sweet time to go on a internet website and ask that.  you can also take the sweet time to go on another internet website and  search your answer for why Spiderman was not in this..genius,0
z12utpsrayekibpuf22jeh4guq2otdzdx,In a fight between Iron Man and Thor? You decide.  http://youtu.be/NPoHPNeU9fc﻿,0
c22UHPnNrtAPqIuMLGqQHGOvqkIozKdduDX-Mt3W5H4,"Indeed, but it did have Hulk and Iron Man and hence... did not suck. :)",0
c22UHPnNrtDXgTa5ZKbonEV2SGunIwCWlsmGAhr_AEY,Iron man + Hawk eye= Greatest hero and super spy ever!,0
c22UHPnNrtBmwm88kka0p_RJiOv0AC8klPJ0uZiGd7M,Iron Man! -3,0
c22UHPnNrtBUHjemtnALSzP1XMiXT4HXAlhjTBuc4F4,Is it just me or does anyone else find the end of the trailer where they  are all in a circle getting ready to fight SOOOO COOL!!! ,0
c22UHPnNrtAdtq66WTGBV3Mm-vSCEaqj0TyNr0sNHUQ,Is it just me or is there less showings of Iron Man in this trailer!!!,0
c22UHPnNrtDVMGNAd_VdQQnr1UKoeZiRiPnpXQBRMJc,Is it possible to still get goosebumps from a trailer you've seen about 100  times and a movie you've seen about 25 times? I guess it is. ,0
c22UHPnNrtBZSAtlevVK3a6kwUkyK1pC0gkBFROK2gU,it really would lol.,0
c22UHPnNrtBbsUVrQ1VumA1QUH8wykLGNSMFx2cCQEQ,"it would suck without Loki too, actually Loki wouldn't work without Thor...  and Captain America is the glue to the entire team...Director fury is the  reason the Avengers exist, and Black Widow brought banner to the picture...  so the Avengers wouldn't work even if you pull any of the other characters. ",0
c22UHPnNrtBVHXBrnC9cghXwfqqUKeQ9yfyVFAa-Kp4,its called avengers assemble in the UK because UK had a tv series ages ago  called 'The Avengers' and they didnt want to confuse the brits,0
c22UHPnNrtDGeDjnsXrZgnFX_yn1sqlEQXbaZL_Vxis,"Just came from the cinema and can tell you guys when you see it you wont  get disappointed, best fucking movie this year. Filled of action and some  funny interactions. Costed me about $14(100SEK), not a to bad price. Enjoy  and watch it when you get the chance!",0
c22UHPnNrtD1ukQ6nAFCWO8iJPQsf95beF2qK5sTFGI,Justice League movie. S'all that's left really. *waitsforrainofflames*,0
c22UHPnNrtAJ5sYO9MMwLkxwV402h61o9lM_voqn5hM,Like if you think Scarlett Johansson is just sooooooo hot,0
c22UHPnNrtC8AoAuSlc43UfqkjwdoJvGQSMGlcrQysQ,Loki was the best part of the movie...that's it.,0
c22UHPnNrtDwOwW8qldSDacZ3L_oLnSUUTcUJ8NlBZ0,"Loki: ""The Soldier! Out of time!"" Captian America: ""I'm the not the one  who's out of time here.""",0
c22UHPnNrtChqbgyy-TObDNSyc3QVnhC7-rwwb-4TLQ,Loki: I have an army Stark: We have a Hulk Stallone: Yo! We have Churck  Norris.,0
c22UHPnNrtAomCeauPuVMFJgJ3wdm58yxdymSvG_YV8,"Loki:You.all of you are beneath me,I am a god you dull creature and I will  not be bullied by(hulk smashes him up and down). Hulk:Puny god lol best  part in the whole movie",0
c22UHPnNrtB55TasGBfI4Skwe6usHK0n-4G4VdhQZSs,lol you mad? if you were smart you would have also noticed i stated my  opinion too so uh yeah...cool story bro...,0
c22UHPnNrtAv9B-u_PrjLha_S2mkaTIByrAqaOfJ3bc,Looks really cool,0
c22UHPnNrtDBcdKHVXpqL5uCL6clTaNKGZE2LG-G3yk,love the avengers and i can't wait for the dvd to come out,0
z12evzxhkqqichskj22szpvqnpvqsblin04,Love this movie. Can enjoy just watching exciting action without thinking  anything! ha !:D﻿,0
c22UHPnNrtAGIU6-D2RjE-yVVMrsSeQB-O79MbyO_-g,loved that part- i think i remember the addience applauding it. ,0
z12vhhowcsmadhdut225f1g4vm2avdw5104,Marvel's Avengers Assemble (2012) - Official trailer ﻿,0
z13ufvwxhkzgsbaad04cfvgbqtyuubzywzk0k,Marvel's Avengers Assemble (2012) Watch the Official trailer | HD Marvel's  Avengers Assemble (2012) Watch the Official trailer | HD﻿,0
c22UHPnNrtA7potyr4Brdz9VnVvYXq4OjwHxpttUjsc,"Mmmm captain america, can i have you on a piece of toast!",0
c22UHPnNrtDYXsR40ZCw_iX9BERrD1Ny7zMw8Penc9M,Movies badass just never watch it in 3D lol there's literally no 3D scenes  in it at all.,0
c22UHPnNrtDKab3B1xnUkN0PbXyCybjCjSzkZ0-XNWw,No marvel film will ever beat this one!!!!!!!,0
c22UHPnNrtAO5a_-mFo0HA88-L8asvoFAri7WbMiwg4,no please....DC sucks,0
c22UHPnNrtB-oPfaWRBVdfL2wYoGTZrx0N12qmi3NAM,"NOOOOOO, I PAIED 12 euro to watch it to the cinema and I didnt wait. Could  you tell me whats going on (with the spoiler alert) ?",0
c22UHPnNrtDQd8WkzsqC7_ihrx6lFG9x3MOOIgtCrhY,Now give us Avengers 2 .......,0
c22UHPnNrtCldrov_Soamw1h9xqTRXvCd26tIQkyX78,"Oh,come on.Don't be so mean.You will upset hulk by attacking his  friends.And we sure as the Nine Hells don't want that.",0
c22UHPnNrtD8GExCvcRSbEdWDjJEddfW4exYlrEqUXA,Oscar! We come!,0
c22UHPnNrtDvs2lM3X2DEhxxSnU2ja2zDkFfo3wJMTQ,Pow! :D,0
c22UHPnNrtBrolGOY1bHSDCl21rBNc4zUTdA1LIkTLg,PUNY GOD!!!!,0
c22UHPnNrtDS4Dt6tVpvfzBSlyfcY5Z77zXopHjcj_k,Right; I had to explain to him how I forced you to ragequit weeks ago...  Sorry if I embarrassed you... =P -LMAOUMADBRO!?!XD,0
c22UHPnNrtBmWqFx-bteiDG2EBAfnPmLt7r6HhktZg4,Scarlett Johansson in leather...come on.,0
c22UHPnNrtDRZ09ru3cogZjP9L-FWNicMyFotl5_gQI,See The Avengers it is amazing,0
c22UHPnNrtD73-FPkNsIMNlXI-KvP1bioO7t00O8SsU,Silver Surfer Black Panther Wolverine And Dead pool have movies coming out  in the next 2-3 years so most likely they will be joining the Avengers and  the only way Spider man joins is if Sony and Disney cut a deal. And after  Avengers 2 Fantastic 4 Reboot because If Doom isn't in the Avengers as a  villain then i'm gonna be pissed. ,0
c22UHPnNrtC_cHGC1lFQ7b9EuL_qQpMnxNpVgvVDjQE,"Sony can't buy the other characters if Marvel doesn't sell them. Something  I doubt with the success of this movie. Since Marvel has lots of characters  they could bring to life on the big screen (DC only has Batman, Superman,  and Wonder Woman) --I doubt they sell any other characters. If anything  they might collaborate but I doubt it ",0
c22UHPnNrtBe1_--sw52Y9QGhgMtNlcaCODm30wMMpc,"Spiderman is not an avenger, mainly because his character still blogs to  Sony. In the comic books he eventually becomes involved with The Avengers  because his parents worked for them.",0
c22UHPnNrtAqYZrFgsIR_P4DGiR8-NWKdtWEsTtOTbc,Still get the same feeling watching this a year after it came out,0
c22UHPnNrtBBcHqN5yxW-ve53UTdIxxFXp2S6V-4Srg,Still gives me chills! good luck surpasing this DC ;),0
c22UHPnNrtBP3aLXy9OT-fdNoG54ANByElXWNZkRO9Q,"Stupid Batman is NOT in the Avengers,he's in the Justice League. If you're  thinking of Batman then you must be thinking of Black Panther. Get your  Comic facts right.",0
c22UHPnNrtCBAV5VY5YQEzQH-hl3faOixW_X_RiP5EQ,"That was like a 2 minute segment. Also, I know he isn't the same character  in Snow White, but he plays it exactly the same. He doesn't know how else  to act. In my terms, character growth includes downfalls, redemption, etc.  Iron Man, for example, finally does an unselfish act. This is character  growth, despite it being recycled from the first two Iron Mans (I think the  2 did it also, but it was so bad I forgot). Obviously, Batman's  introspection into justice in TDK is character exploratoin",0
c22UHPnNrtDOa-BH_2E-83JiY4q0_hr_GlXFNtzFzkA,The Avengers movie would suck without Hulk and Iron Man. ,0
z13ifhvbluabc31u023iff3xqovnxjr4a04,"The Avengers was actually a really good movie. Thanks, Joss.  #avengers    #josswhedon  ﻿",0
c22UHPnNrtCVpBfoM09nWdLh_xwR13ajoAcc61mVaY0,"THE best is Thor, Ion man sucks against the God Thor",0
c22UHPnNrtDlDOv3zB9Qb7hfzxT0f-LwpYBsbkqIs3Y,THE FIRE RISES IN 23 DAYS AVENGERS ;),0
c22UHPnNrtCuuU0w360Vx7JapjeVmiQ6ii8o5L0woVQ,the logo at 0:20 makes me wana play Red Alert,0
c22UHPnNrtBVep0nbpcUT41_rylBQ-L_SAekDTa9YkI,They are missing Spider-Man and Wolverine they should be in the movie too,0
c22UHPnNrtCYagorXUxlmjxnDM_nDLGctYI_zb2L3AM,They cant handle bane ;),0
c22UHPnNrtDBC32d5tQpLCmY0TvPRAzwNMLFC7_0JTc,they should make a movie like this for all the women super heroes ,0
