"COMMENT_ID","CONTENT","TAG"
"KkPHYh_qS5ZuNU3yp0u43ZNoybsutMTfpjeBVwP0rL8","99.9% of people wont read this but If just one person read this it would be  awesome I am a 14 year old i am trying to enter in the music industry Maybe  i am just a dreamer but i am not the only one. Please give me one chance to  prove myself to you I know these things are annoying as hell i am sorry  about that. But i'd do anything to get music heard Please visit my channel  subscribe if you like and thumb this comment up so everyone can see I make  all styles of music Link: /watch?v=kZoN1eRF6D4",1
"KkPHYh_qS5Z-MT2rhExXh-FWbMEDPB3LMb3dgbmSiEU","Add Sophie@hotmail.co.UK she is my friend",1
"KkPHYh_qS5aTOKBq0EL7Kcm8grMQXYnj1LNDmL-4PdM","Are you curious as to why they created this video? Me too! If only I could  know why. Some things are never meant to be known, I guess. One thing I'm  now thrilled about is this new dating web site I discovered. They make it  easier to check out images of those people you will meet. If you're single  and tired of watching youtube videos all by yourself, visit this site now.  MyLocalDateFinder.co­­m",1
"KkPHYh_qS5ZbLX3saK1DwJpNkXRWalqtpwkwx5kVfw0","bangbros.com after this!!!",1
"KkPHYh_qS5a6D8eGP1UT0xSI4Al4pL17O8MhSYdIw_c","Being rewarded to fill out brief surveys in the home has enabled my mother  to quit working and earn in excess of 3500 bucks every month. You may learn  precisely how at this great site bit.ly\17r6r0i",1
"z12iw32irr2sdnsqq04cct2jrpm1dreb0ng0k","Billboard Chart Top 100  วันเสาร์ที่ 19-26 ตุลาคม 2556  อันดับที่ 3.Roar – Katy Perry  เพลงอื่นๆ --&gt; http://gplusthai.com/?p=9658﻿",1
"KkPHYh_qS5Y9wMqYraOYs4OgK9cScl-vf30JgbZN1BE","bit . ly/17uGGSy . if you want to work online check out this site.really  working I did $325 per 3 hour .amazing",1
"KkPHYh_qS5YtoQONetydEdCeauanXMA2TyGJgUB4V54","BUY BANGERZ ON ITUNES AND PRE ORDER PRISM. THE GREATEST POP ALBUMS OF THIS  YEAR.",1
"KkPHYh_qS5YdxaDjHm7wpybBl_TpTcXkyi9afRv-RIY","BUY iTunes ON ITUNES PRISM PRISM PRISM Album the best songs in this albuum ♥",1
"z133ebyy5oz4xvae122bitaobtrrgjnhg04","BUY NICKI MINAJ NEW SONG ""Pills N Potions"" on iTunes!!! ﻿",1
"KkPHYh_qS5amehyUSNtCZy_CLzfPchNgbqzbvh_q8-w","check out this song:) youtube.com/watch?v=e87BGMhcU8o",1
"z12ovhy5dz2ngvhsv22ze5xw5ma3tfs0a","everybody who subscribes on my channel I subsribe back :) It will takes a  few seconds haha. Thanks!﻿",1
"KkPHYh_qS5ZZ9mPwLWrAkUufrCdEgPjm0XoNJecgc8k","Follow me on Tumblr: ashleyeinck.tumblr.com I follow back 100%, I promise.",1
"z12dcnhbkrf2crdt523pwbwwkrfjt15sb","For those on Twitter, Please open and RT this link  https://twitter.com/MrMileyCyrusWCS/status/470257627834773504 to share for  #1YearWeCantStop which is on June 3rd and also follow @MrMileyCyrus on  Twitter Please RT that link﻿",1
"KkPHYh_qS5Y25tgRqGRUqcfgNGJNcVMpFRcOymjdBUg","Getting paid to respond to fast paid surveys at home has allowed my father  to quit working and receive about 3500 bucks each month. This great site  displays exactly how bit.ly\17r6r0i",1
"z134yviy0nilt11lz22hhrxjgnnnxhv5q04","Guys #Buy5HBOSSOnItunes its really great!﻿",1
"z13fy1kwbz3je3yq004cehvissz4yll5l2w","Help me :) http://steam-cards.com/?click=c96724﻿",1
"KkPHYh_qS5YhCUiJ9j7smsGoGEUd4LgBubrC0YaTGog","Hey :) , I know these comments can be annoying My name is Anais and i'm 17  years old :) can you check out my cover please let me know what you think  about this cover and if you like it PLEASE SUBSCRIBE :) thank you :)",1
"KkPHYh_qS5Z3LvVCMSGbmxfgmzPOZog5x0iLAsQ_viA","Hey everybody! My name is demitra and i'm a singer/youtuber! it would mean  a lot if someone would go over to my channel and check out my videos and  hopefully you'll like what you hear/see and maybe subscribe! I did a cover  of this! Please check it out -3",1
"KkPHYh_qS5Y4PffOvh_blx_VApQhjpzSom7QiwCWhv4","Hey everyone I would really appreciate it if you could please take a minute  to read this, it could be life changing for me. I'm Raye, a 16 year old  female from England. I am desperately doing everything I can to get noticed  to start a career in the music industry as a pop performer/entertainer. I  sing, play the piano and guitar. PLEASE just view my videos, like, comment  and subscribe! I am truly grateful to every one of you that reads this to  help me pursue my dreams! xx ",1
"z13jvdm40q2ddzh3n230chtaswb3hvgmn","Hey Guys Can Check My P.Cover For Unconditionally I Hope you will Like It . Please Subscribe.Like and Share.. Thank you so much for reading this.^_^﻿",1
"z124hxyyanrnwxcwj04ccldxzsfje5rrmt40k","Hey guys pleaseeeeeeeeeeee check out and subscribe to this youtube channel  called us4queens :) we need more subs and we are hilarius﻿",1
"z13kx1j5yke4jnqca223txi4qqbejdz20","HEY GUYS!! visit my channel please, i hope you like my videos!!﻿",1
"z12ufx3x3oiezlgke22dsdjjhwmitpenm","Hi everyone! My name is Julie, I'm from Italy and I love music. If you  want, you can visit my channel. Tell me if you like it and subscribe! thank  u so much! :)﻿",1
"KkPHYh_qS5YCznrbKQ_VlRDnxHp7b49EKLijl-2PMfc","Hi guys! My name is Ashley, and I'm a youtuber. Before you stop reading and  continue scrolling, let me just say that since I have started making  youtube videos, it has impacted me greatly. I realized that I love making  videos, and I'm really hoping for them to get big one day. Every video I  post keeps getting better and better. It would mean the world to me if you  guys could please check out my channel and give me a chance. If you think I  have potential, subscribe! Thank you for reading this. :)",1
"KkPHYh_qS5aT_8Nb6cnMtBRMofn_T06wrJohhJAnkzo","Hi youtubers, I did a cover of this song and I was wondering if any of you  could share it? Watch it? Tweet it to Katy? I promise, watching it, will  not be a waste of time. I'm not pretty like others so I'm an outcast, but  it would mean a lot if you watched and maybe subscribed? ",1
"KkPHYh_qS5aexPkQHaLdg4CnMcqhXT6vFOIsEGbU1wI","Hi, sorry to bother you Please help me, im a 14 year old girl that wants a  chance as a Singer I know there are millions of girls like me posting  covers like me (so im not special lol) Please just give me one chance to  prove you that i can be different I have many covers and original songs i  wrote I know i'm not professional but i put my soul on my videos Could you  please thumbs up this comment so others will see ? :) If you read this  THANKS and if you are thinking of subscribe THANKS :,)",1
"KkPHYh_qS5YTpEMLVQd3QSAeYpQ8_Lw-5GC16rgCYvM","Hi! I did a cover of Story of my life! :) Please subscribe and check it out  ;)",1
"z12ijx5gqorlvtz1f22eenhbptf0fle0a","HI!:D!:) We’ re TWIN MELODY ,17 year old twins :) WE DID SOME COVERS!!WE DID A COVER OF BIRTHDAY BY KATY PERRY!!  PLEASE JUST TAKE 1 SECOND AND WATCH IT!! THANKS,MERCI,GRACIAS,DANKE,OBRIGADO,GRAZIE ….    !!!  &lt;3  XX HAVE A NICE DAY !!:D﻿",1
"KkPHYh_qS5bJ_-BgMcRmU_DUqB9zeBueEvien7aEafw","hmm hsohbet.com",1
"z123w53obxv4svktd22sjlyapzaoerf2h","http://JobandPay.com/?id=29372 YOU HAVE TO SEE THIS!﻿",1
"z13vyltjprmmylkat04cdrhb5sbhe5bghpk0k","http://puu.sh/a6N3f.png﻿",1
"z13hfx3omzuvefsjy04chbgpvqeufbibpzw0k","http://steam-wallet-cards.com/?click=15ab80 click for free steam cards﻿",1
"z12gv3ty3vm1u11ac04cfvmr5kucyl5rzo40k","http://vk.com/id121500488?z=photo121500488_311695742%2Fphotos121500488﻿",1
"z12gzf2ppn2ygzby404cczrq4yjmd53ak0o","http://www.ebay.com/itm/111427063291﻿",1
"z12vf3ho3szbzjomt22wxt24ezmtivnvo","http://www.ermail.pl/klik/UH5XYGoD﻿",1
"z12tjxvwoqrxiboy304cfjuohvvmspsjn54","http://www.feedermatrix.com/?ref=bluebird22﻿",1
"z124zlkqzvy2wrovp23lvjaxwse5fjto304","https://soundcloud.com/djboomslang/katy-perry-roar-boomslang remixxxx﻿",1
"z12nezurfozryju2p22tjdvqct21fluyo04","https://www.facebook.com/photo.php?fbid=905117282848264&amp;set=a.399751246718206.111907.100000500031099&amp;type=1&amp;theater¬if_t=photo_comment  KINDLY LIKE THE PICTURE THANKS 🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮﻿",1
"z13gvtaabxavivxax04ci51zwofrzncrhsk0k","https://www.indiegogo.com/projects/save-humanity-make-university-at-an-affordable/x/8098556 ﻿",1
"z12ehrnhdzj5xpalc22ohxe4lvjcfb4hi04","I have the best moment of picture click this video  http://www.tusfiles.net/st8bgrwx4l7h  and for the download all image related inside video click this link All Pictures: http://www.tusfiles.net/xgcxgzjf73g2  this video I made for knowing that life is beautiful if we I realize and be  aware of our environment. I would thanks be to God with any condition and  situation everywhere and anytime﻿",1
"KkPHYh_qS5Z5jG865Osyoj1l8AAXYlZHGsOI1d8Tepg","I was surprised this video has gotten a lot of views! I was saying this on  my date last night and they could hardly believe it either. As soon as they  saw the video online, however, they understood why it is so famous. If you  want to meet a special person to discuss stuff with, you should check out  this dating website I'm using. It really works! Here's the web site...  MyLocalDateFinder.co­­m",1
"z12nc14yxmjouttpz04cejizyqetyx4g0a0","I'm thinking of doing a cover of this idk I I want 2 though nevertheless  please go subscribe to my channel I'm a singer who's wants to make it big  someday so please go check my channel out a sub!!﻿",1
"KkPHYh_qS5ZQP-b3XAhIgOf9kZ9X0LRKuXayMrcdTOA","If the weather was better, I'd be outside at this moment instead of  watching youtube videos like this one! This video isn't really bad, but I  had a lot more fun during a date last weekend. I'm just saying! Seriously,  if you want to meet someone to have some real fun, I suggest going to this  dating site which can make it easier to find the person who's perfect for  you. MyLocalDateFinder.co­­m",1
"z12rfvx4zqa3wpkwn04ch3iotyebzplolb0","IF YOU ARE INTERESTED IN HAVING AN ANNUAL PURGE PLEASE GO TO THIS LINK AND  SIGN THE PETITION  https://petitions.whitehouse.gov/petition/establish-annual-purge-day-upon-which-all-emergency-services-are-suspended-12am-12pm-following-day/mgXZz9bZ ﻿",1
"KkPHYh_qS5b_hy2VdAKtx8GOupuWZzFkE9-3xbFXdnA","If you want your website or url to get over 2 MILLION targeted visitor copy  the link bellow your browser NOW to get yours ( %100 GUARANTEE )  fiverr.com/linda_service24/show-you-how-to-get-over-2-million-usa-targeted-free-traffic-to-your-website",1
"KkPHYh_qS5bOFhdjZsPHTgMJ_3N1YtjZPCR_SllSbpo","incelemelisinema.blogspot.com",1
"z12tgrdhynyoflnuv233crta5x24spx21","Join My Channel Buy A Rank Now!﻿",1
"KkPHYh_qS5ZzqPO7uwrXaoJiUjKGyivx5RuGFSHOcgo","listen to my audio : westside love ...on my channel and don't forget to  like and also subscribe to my channel",1
"z12lznzzdluvjtyyu04cfvpponeyfbwxstc0k","LOVE THIS SONG SO MUCH KATY YOU'RE THE BEST!!! ########## Please Subscribe My Channel~ It""s A Music chart: )) Thanks: ))﻿",1
"KkPHYh_qS5ZbF9nvQp8VSJ8IZ16fPEgTZGENPAc-0-g","my best friend's mom makes $63 an hour on the laptop. She has been without  a job for 7 months but last month her check was $17731 just working on the  laptop for a few hours. why not try these out MAC50.COM",1
"KkPHYh_qS5aiGEOYKOTbBQRmuPQOR-WmdHHpkuj5MNk","my co-worker's step-mother makes $89/hour on the laptop. She has been  without a job for five months but last month her pay check was $14973 just  working on the laptop for a few hours. find out here now CAFE65.COM ",1
"z12fdlfoxzeoujnft23duzdwrsahitwdu","My dream is to be a journalist and commentator of my favorite team the  inter  Some people do not believe in me .. but maybe you.  inter is my favorite team since childhood and I think it is better to start  to get noticed on youtube then please give me a chance checking out a video  of mine!  If you like my videos, subscribe (:  Thank you very much! &lt;3﻿",1
"z12tixdibrvxh5gc222aehkxuljvzdutd","My fellow KatyCats! My name is Alina Vergara. It would mean so much to me  if you could type “Alina Vergara City of Broken Dreams” into Youtube and  check out my first original song! And, if you like it, could you please  like/comment/subscribe? I apologize for spamming but singing is my dream  and I’m an unsigned artist so any little bit of support from you would help  me out immensely. Thank you all and much lovee beauties:)  xoxo Alina﻿",1
"z120c1z5skqpu5htc23cipohbwb0sf02h","new ..  https://www.facebook.com/pages/Hard-Fixed-Matches/628000197295775?fref=ts﻿",1
"KkPHYh_qS5aiIR9b2EGQnXL--md_JvzUbNrx7JA7Z3o","Nice! I just got an iTunes card code for FREE! :D ht tp: //w ww  .freeitunescode. org",1
"z12ludlqjozjypxfh232z5vyloanubpil04","Please check out my music guys﻿",1
"z13rxlqypqerxxkbt04cd5myznemj5urpiw","Please SUBSCRIBE to our new YouTube channel. Y.C.Q stands for You Cant  Quit. Watch our introduction video to get a clear understanding of what we  have plan for our channel. We will be focusing on educating, inspiring, and  uplifting people through our videos. Join the movement, war against  negativity! .. by the way I'm new, so the channel will improve overtime  with your help!﻿",1
"KkPHYh_qS5ZbmW4mbFsuJSWBkxIFUZtA1xoAG4WeLwY","Subscribe 2 me ps luv this song❤️❤️❤️❤️❤️❤️❤️❤️❤️",1
"KkPHYh_qS5Ysftr3PVIJl2M7oqUSaPestTewIfPM2rM","subscribe to my channel replacement always!!! ",1
"z12isxe5irqut5oej22ctx35vvmpy1lpt04","THE BEST HANGOVER CURE ON THE MARKET!! IF YOU DRINK ALCOHOL YOU MUST VISIT  THIS WEBSITE!! WWW/FLAIRE/CA CHECK IT OUT EVERYONE!!!﻿",1
"KkPHYh_qS5ZaPIKuWMP2PuduXpyFvhmijAsjK8ZwmLc","The very first time I saw this video, I turned in my chair and remembered  there was nobody there to share it with. I have all of you - and you're all  amazing, okay, almost all of you - but I am really missing to have someone  special in life, you know what I mean right? That's why I joined this  dating web-site. Check this out if you'd like to try to find me there!  MyLocalDateFinder.co­­m",1
"z123vfxojkixtndz104cc13a4nirhlvopxk0k","This code S2969674 with Appnana to get 9 99999999 points and you can buy  everything﻿",1
"z134s3ry4lrgenxgi04ce32bsy3zt3jieqg0k","Try my vids am trying to earn money for my bro for collage nobody really  gave a crap try them if you like them please subscribe I love you guys 😃😘  thanks﻿",1
"KkPHYh_qS5YDvz8x0s5VJx1oIUW__Af7OORG14MtK4o","w w w.soa2k3.site50.net",1
"KkPHYh_qS5Z3NxMg-eE2NyiddOzrSrsrTDKyvG7kzj4","winkel.bol.com/winkel/hislop",1
"KkPHYh_qS5a49liysV9kgO0Ka4wJUVNKoNSG84Q1CmQ","Women come from venus Myspace.com/tmp.inc/music/songs check out that song  if you love women",1
"z13vgxmqblnuu5xtm23hf3gozpr0yzdia04","Would you please help a student to finish her homework of website  evaluation? Please fill this short survey online, And thank you so much! Here is the  link.  https://www.surveymonkey.com/s/YCXB8TT﻿",1
"KkPHYh_qS5bV1QWhWdRd1Vw2ylWMrV81jPUqtsqY40M","youtube. com/watch?v=-G22j5chJkI",1
"KkPHYh_qS5YM8GiW2b5lNYHykMk8W74St0a_tvyxZW0","youtube.com/watch?v=EwFlh7nLnHA subscribe",1
"z13qu1e40p2xvly2x234xxdwdo3rvpuqb04","I love Katy Perry and I love music ﻿",0
"z13yt1043sedino2r23bhbob1pa2u5la004",";-)﻿",0
"z13by1jy1tuvx5jds22vfzzgztvhfxh11","""kitty purry"" lol﻿",0
"z12uup5idsmzjbksp223hxuqvsuwsnpwf04","+700.000.000﻿",0
"KkPHYh_qS5Ye9qbSFT0zFTGe7Wqv8-B2hwK6Zv1JtEE","A quick note to all the folks here who believe ""this song rocks"" etc. no,  it doesn't. It has nothing to do with Rock so please learn your  terminology. Second, this ""song"" is an uninspired 4 minuted and several  seconds worth of ""hey, morons will buy this, throw it together quick so we  can milk them senseless."". Please, for the love of intelligence, STOP  BELIEVING THAT THIS SHIT IS GOOD. STOP IT NOW!",0
"z12ahhu4buu2yljmo22xjjuywzvfhrdix04","A Tiger?! In Africa?!﻿",0
"z13henyqlofzvp5o504cgnjrbznjzl3jzqs0k","at least the video is good﻿",0
"z13td1gx2veggxvxt04cftmozq33ud4a0dc","best awesome song of Katy Perry (ROAR)﻿",0
"z12ujhlhulyfslffg22ze5oyttb1tdlqc04","Cathy Perry I'm just your best fan﻿",0
"z12zgzoo4zzqudh4l04ccrzarqyxtpwgrgs","Checked this two bit wonder out for the first time. As much value as a used teabag). Can't sing, can't dance and looks like a boot.﻿",0
"z133yxxw0teiivyzo04cehjbavi1fvjrchg","COOL MONTAGE.........very good))))) LIKE﻿",0
"z12fjnmw5xzzzr5nh22euv3omyvuxxqfi","Did the tiger scare anyone else the first time they watched this...﻿",0
"z13lul14bwukhdlng22uhnkg4srqh1ne2","everyone, ROAR﻿",0
"z13dxnordtqmtv1qv04cf3lrhnurc1qh1ag","Eye of the tiger = the illuminati ﻿",0
"z12bhbq4gwbaupewd04cfblprninjn1z0ts0k","fake jungle﻿",0
"z13jwj4gvuupcf3gd04chjfa1lbhc1ghav00k","favourite character is the elephant  i like its flappy ears﻿",0
"z12yzj3yvryrxbpbm04cgdfpfza0yzawkdo","Finally 666 mil views﻿",0
"z132dd0akk2evzrcf22td5ohgvjfcfwkf","For u no who﻿",0
"z12cfpch2ta2dvybs04cepbwar2gdxnxahc","go to 400 million﻿",0
"z121x5ybvwaxvlesx23lj3jqfrz3stk33","god made man in their image ?﻿",0
"z12axxpa2p2cdxu1p22vwfya1kz1gps4o04","Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.﻿",0
"z13ddjxgypfbddrch22surdx3vave5tjf04","hay﻿",0
"z13cgf2bhx24uf4oz04cediwwqf4jbyzpyw0k","hello there KATY PERRY,  I want to go to the beach and the zoo,  as you may or may not be able to tell,  I love you in this video,  and the rest of the gang...  my E.T. days are long gone,  but my pup friend, kniVey Heartbeater, was with me the entire time...  shes my personal lion,  you should see her when another pup barks at me,  she runs at them like you wouldn't believe,  shes not very large haha :D﻿",0
"z12jiz4oxpvwgvj1k22mz5rbix3ejd05e04","Hi this my loved video and I think its the good ways for you to learn  English too.﻿",0
"z125edu4al3pwhol522kxpqyopuchjgq504","Hmm :))﻿",0
"z132gzxqhpv5shql523oi1rr1wvzy1e4f04","Hotness﻿",0
"z135cltzena3dju1t222crwauwfcwbrst","House Lannister theme song﻿",0
"z125xt3z3lbcg3s5h04cdjj4ytbux3gy4ns0k","i dedicate this to my mother who told me i should kill myself last night.  You wont push me down you worthless bitch. ﻿",0
"z13jj5yx2lmeznske23dxrg51xnyhtrae04","I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.﻿",0
"z13itbiawxagur5fu22oirajns2dcrlv3","I got my eyes on you're boobs &lt;3﻿",0
"z12nftuxjrbncxcmd22xdnu5kyrxfdxf2","I got the eye of the tiger! ♫♪ Heu heum heum pardon...﻿",0
"z13uxrshbpi1vfijb04cgrbaqlrlh54j3fs","I graduated from my high school not to long ago and this song was are theme  song cause are mascot was a tiger﻿",0
"z132ffrzfwuau3yh404ccp1xvrnnwbegg34","I know none of you will believe me but I swear I have fucked Katy Perry.﻿",0
"z12uixlxmze5fh0vt23zelxhemm3dxxjp04","I like how she named the tiger kitty purry﻿",0
"z13gul3hyk3fir1z404cgbuaymavi3mho5s","I like it so much.♡♥﻿",0
"z13vel2qvsujxnx4h04cf5kwymz1x3ko2ro0k","i like katy perry﻿",0
"z13ddpbqnkf0tv2no22pz1myvwz5xbu0l","i like she voice,,, love you katty perry,, you is my inspiration ﻿",0
"z123xpzxsxasdbfit04cgzxyzrzfdpgbu0c","I LIKE THIS SONG﻿",0
"z13beztzdxfaxtlei22dupvjlyzbxj2tl","i like this Video﻿",0
"z130wrkqnxmgg5w4e04ceh4h1z2ov1nysyo0k","I love it﻿",0
"z13lx3hadpe4cphc122dz5542mbdixrzy04","i love katy perry﻿",0
"z13uhfazpsvxed2x004chpwjayudxpvhv3o","I love this song﻿",0
"z13ivlbgzsbdwjxsc22au5qj3uvnixwmv","i love you﻿",0
"z12gizjr2lbbt30ym04cc1yivwrqilkicgc","i love you &lt;3﻿",0
"z13nc1lrrprdwlsrt04ccbjroriygflbuvw0k","i love you Katy﻿",0
"z12tjh0bzkvqwy4kknbjfheaxte3uihc","I love you kety.﻿",0
"z130djwaguzlhbuek232xnooqkevfnjqg04","I love you so much bye﻿",0
"z13hc5mr4wnzfz1uq23gshgr2muutfz4404","i love your song heaps and i agree with you I                                                                       v﻿",0
"z12xdhtotkffgpb4e04cdtaidmiqznbzfpo0k","I love your songs      '﻿",0
"z13lznujbw2ojpbtg23iyjc5znudhzpc2","I LOVE YUO﻿",0
"z13cwza45yn3fbuvi22fyhvrslncdloar04","I really like her roar single.﻿",0
"z12ysngrwny4vrvb504cgbhbmlrbi1ngmzc0k","I really like this song, what's it called?﻿",0
"z13pupgrsoeqf1mqz04cc3ib5lqzy3upsw40k","I was crying win Katy was singing  and I think I am cousins with her cause  one of my friends at school said if you guys have the same eye color you  are cousins and all of my other cousins have the eye color brown and  blue and my friend also said people with blue eyes and brown are your  cousins but my friend has like king of greenish eyes well lucky me Katy  Perry is my cousin!!!!!!! YAY!!!!! I can not believe this moment right now  this  is awesome!!!﻿",0
"z12hyb4wvqf0frnbg04cjzkhvzr0iz24wcg","I would love to be stranded alone with Katy Perry﻿",0
"z12ywhfinqziibe5504cdxy4nt2dx3ubatc0k","If you listen to the song backwords instead of hearing ""you wanna hear me  roar"" she says ""we can only roar"" im serious got check it out yourself﻿",0
"z13uhzhqmryyt3pub225ht5b0snhijlpw04","is that guy ders from workaholics?!﻿",0
"z12mhbmbhlv5jbi1n231chnqtrmkjrenc","It should be illegal to be this goodlooking as this babe is...﻿",0
"z121xf3jtmayujdtk22nfttqvkeyvxu3f","It's COOL.....AMAZING !!!!!!!!!!!!!! Heeeeey﻿",0
"z12hctez0qajvzu4204cij2h3zzxezbx0x40k","its kind of nice i mean i did a cover with my friends i with my friends at  school﻿",0
"z125jx0w4zqxgff2c23nznriftm5i1e5d04","JUST LISTEN AND LEARN !!! SERIOUSLY !!! EMOTIONS ARE SPEAKING !!! OPEN YOUR  EARS !!! IT IS NOT MUSIC !!! BUT THE EMOTIONS WHICH YOU BROKE !!! NEED  REPAIRS !!! NOT ENOUGH TIME !!! AND YOU ARE STILL BREAKING THEM DOWN !!!  THE RISKS ARE HIGH !!! PAY ATTENTION !!!﻿",0
"z13asb54lkjejnbvx225cz3qmyqqwf4ig04","katy 999 more subscribers til 10 mil good luck﻿",0
"z12hhxhwrwvgw5wjg04chtjhipzmxvdao0o","Katy have great voice^^ and I like this song^^﻿",0
"z12whljxrozqjb4c123xijgjdw3yyfopi04","Katy is a good actress. Love the video.﻿",0
"z12zytdgqtfrzvot023rgfpqowiojntme","Katy is Chuck Norris in jungle﻿",0
"z12qj1hqeyiex5cal04cfrkzaxj5inczzlg0k","katy is mi﻿",0
"z13odfj4atu3vdw0k22xwbtrftfoubzwf04","katy is mine the girl of my dreams ♥﻿",0
"z12kwrn4owfyt5ywc04cex54uqm0u5cb3sk0k","Katy perry ﻿",0
"z13ljpd4kpmkufnfw23uxvppdtfningfi","Katy Perry - Roar (Official) : http://youtu.be/CevxZvSJLk8﻿",0
"z12bwz5bnk32wblox04cflpaemjws1w41hg","Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8 Wild songs﻿",0
"z12dujcgssjgd505g04ce5zzlka4d1p40vs0k","Katy Perry can't sing for shit. All i hear it autotune.﻿",0
"z12fwbjjjka3xncxf04cgz5whq32grlzuv40k","KATY PERRY FOREVER!!!!!!!!!!!!!!!!!!!!!!!!﻿",0
"z12lsjb52wbvhl2yr04cdtfqdn2jy3cr45s","Katy perry if you sold you're soul to Satan you shouldn't of did that  because he's tricking you to go to hell you would of prayed to God if you  wanted to be a famous singer I wanted to be a famous singer but never mind  my life sucks and sometimes I get bullied from some person but my life  change﻿",0
